internal_company_name,industry,deal_source,employees,linkedin_employee_range,reviews,rating,locations,revenue,ebitda,fte,management_depth,has_exec_summary,has_recurring_kw,has_3plus_services,address_city,address_state,has_website,is_enriched,captarget_interest_type,old_score,quality_calculation_version,new_size,new_quality,new_market
Oregon Man Clinics,Unspecified (Man Clinics),sourceco,9,,209,4.9,1,0,0,0,Management depth is not mentioned in the provided notes.,true,false,true,Bend,OR,true,true,,54,v5,9,19,8
Pittmans Automotive Repair,Auto Repair and Tire Shop,sourceco,,,130,4.7,1,0,0,0,"Management depth is not explicitly mentioned, but the reference to Preston's buyout of his father suggests that he is currently the primary owner and operator. Further assessment is needed to determine the presence of a strong #2 or other key personnel.",true,false,true,Milledgeville,GA,true,true,,14,v5,9,19,8
Sana Vida Wellness Center,Wellness Center,sourceco,6,2-10 employees,32,4.9,0,4000000,0,0,Management depth will be discussed with John Schanen during the call.,true,false,true,San Antonio,TX,true,true,,49,v5,9,15,11
Advantage Automotive,Automotive,sourceco,,,175,4.5,0,0,0,0,Management depth is not explicitly mentioned in the provided notes.,true,false,false,Holiday,FL,true,true,,14,v5,9,16,8
Wilton Auto,Auto Repair and Tire,sourceco,4,2-10 employees,599,4.9,1,2000000,600000,5,Michael Lindquist is the President of Wilton Auto and Tire. The notes do not provide information on other key personnel or management depth.,true,false,true,Wilton,CT,true,true,,16,v5,5,19,8
East Side Napa Auto Care,Auto Care,sourceco,,,81,4.5,1,0,0,0,No information about management depth is available in the notes.,true,false,true,Worcester,MA,true,true,,11,v5,9,15,8
A&G Auto,Auto Repair Services,sourceco,,,56,4.9,1,0,0,,,true,true,true,New Richmond,WI,true,true,,12,v5,9,15,8
CW Custom Exhaust,Auto Repair and Tire Shop,sourceco,,,190,3.9,1,0,0,0,Details regarding the management depth of CW Custom Exhaust are absent from the notes. It is unknown if there is a strong #2 in place or who handles day-to-day operations. Further assessment is needed to understand the management team's capabilities and the impact of the owner's potential departure.,true,false,true,Douglasville,GA,true,true,,14,v5,9,15,8
Affordable Automotive,Automotive Equipment Distribution,sourceco,4,11-50 employees,276,4.9,0,0,0,0,"There is no information about management depth in the notes. The owner is the only person mentioned, and there is no indication of a management team or succession plan.",true,false,false,Orlando,FL,true,true,,17,v5,5,16,11
Maine Auto Service,Auto Repair and Tire Shop,sourceco,,,83,4.0,1,0,0,0,Management depth and key personnel information are not available in the notes.,true,false,true,Augusta,ME,true,true,,10,v5,9,13,8
Vibrance Medical Group,Medical Group,sourceco,4,2-10 employees,150,4.9,1,1000000,400000,5,No information about the management depth or key personnel is available in the notes.,true,false,false,Westlake Village,CA,true,true,,27,v5,5,16,8
Obiigo,Auto Repair and Tire Shops,sourceco,1,2-10 employees,657,3.9,0,0,0,0,John is the owner of Obiigo. Not mentioned if there is a #2 or additional management depth.,true,false,true,Fayetteville,AR,true,true,,10,v5,5,15,8
Halpin Tire Service,Tire Service,sourceco,5,2-10 employees,45,4.2,1,0,0,0,No information provided about management depth.,true,false,false,Prairie du Chien,WI,true,true,,23,v5,9,10,8
Super Trooper Motors,To be completed,sourceco,,,76,3.6,0,0,0,0,To be completed,true,false,false,Madison,WI,true,true,,12,v5,9,8,8
DiagNation,Auto Repair and Tire Shops,sourceco,1,11-50 employees,0,,0,0,0,0,No management depth mentioned in the notes.,true,false,true,Owings,MD,true,true,,8,v5,5,11,8
,Auto Repair & Tire Shop,sourceco,,,45,4.2,1,0,0,0,Management depth is not mentioned in the notes.,true,false,true,Prairie du Chien,WI,true,true,,8,v5,0,13,8
"Planters Telephone Cooperative, Inc.",Auto Repair,sourceco,,,49,3.6,1,0,0,0,"Management depth is not mentioned in the provided text. There is no information about key personnel, their roles, or the presence of a strong second-in-command. The level of owner involvement in day-to-day operations is also unknown.",true,false,true,Newington,GA,true,true,,6,v5,0,11,8
Grez Automotive,Automotive,sourceco,,,,,0,0,0,0,"The notes only contain the company name and a question 'How much we looking at', so management depth is not mentioned.",true,false,false,Springfield,MA,true,false,,9,v5,0,8,8
R&J Cylinders,Industrial Manufacturing,sourceco,,,,,,15000000,3000000,,,false,,false,,,true,false,,,,0,2,8
Ceremony Coffee,Specialty Coffee Roaster,valuation_calculator,,,,,6,10000000,2000000,,,true,true,true,Annapolis,MD,true,true,,,,22,21,12
Watts Vault,Burial Vault & Monument Manufacturing,valuation_calculator,,,,,4,5825557,1123544,,,true,false,true,Des Moines,IA,true,true,,,,22,11,12
Sims Funerals,Funeral Services,valuation_calculator,,,,,4,1500000,330000,,,true,false,true,Point,GA,true,true,,,,22,11,12
Clear Pay,Payment Processing Services,valuation_calculator,,,,,,2700000,0,,,true,true,true,New York,NY,true,true,,,,0,11,11
Fox Hunt,AI Career Platform,valuation_calculator,,,,,,32000,0,,,true,true,false,Dallas,TX,true,true,,,,0,8,11
The Gainz Box,Fitness Subscription Box,valuation_calculator,,,,,1,188000,40000,,,true,true,true,Lehi,UT,true,true,,,,0,11,8
Land Scape Garden Centers,Landscape & Garden Center,valuation_calculator,,,,,1,10000000,600000,,,true,true,true,Sioux Falls,SD,true,true,,,,0,11,8
My Wealth Trace,Retirement Planning Software,valuation_calculator,,,,,,2000000,1400000,,,true,true,true,Hartford,CT,true,true,,,,0,11,8
Willow Home,Luxury Home Concierge,valuation_calculator,,,,,,6000000,1100000,,,true,true,true,Boulder,CO,true,true,,,,0,11,8
Einsteins Plumbing,Plumbing & HVAC Services,valuation_calculator,,,,,,100000,50000,,,true,true,true,Brooklyn,NY,true,true,,,,0,11,8
Effulgent Taffy 3c432e Netlify App,AI Intelligence Platform,valuation_calculator,,,,,,100000,0,,,true,true,false,Austin,TX,true,true,,,,0,8,11
Boyland Electric,Electrical Services,valuation_calculator,,,,,,6,2,,,true,true,true,Boyland,MD,true,true,,,,0,11,8
Money Lion,Financial Services,valuation_calculator,,,,,,50000000,35000000,,,true,true,false,New York,NY,true,true,,,,0,8,11
Legacy Plumbing,Plumbing Services,valuation_calculator,,,,,1,6500000,0,,,true,true,true,Shelby County,TN,true,true,,,,0,11,8
Gilbert Home Comfort,HVAC & Electrical Services,valuation_calculator,,,,,1,5000000,600000,,,true,true,true,Leon,IA,true,true,,,,0,11,8
Educomcontinuing Education,Chiropractic Continuing Education,valuation_calculator,,,,,1,600000,500000,,,true,true,true,Melbourne,FL,true,true,,,,0,11,8
Davidallen Capital,Business Funding Services,valuation_calculator,,,,,,2300000,85000,,,true,false,true,Dallas,TX,true,true,,,,0,5,11
Alpha Litigation,Legal Tech,valuation_calculator,,,,,,300000,200000,,,true,false,true,Dallas,TX,true,true,,,,0,5,11
Stax,Retirement TPA Software,valuation_calculator,,,,,,2100000,3500000,,,true,false,true,San Francisco,CA,true,true,,90,v5,0,5,11
Htpps:,Auto Body Collision Repair,valuation_calculator,,,,,,3650000,1956500,,,true,false,true,Miami,FL,true,true,,,,0,5,11
Sanmora Bespoke,Clinical Research Organization,valuation_calculator,,,,,,450000,100000,,,true,false,true,Baltimore,MD,true,true,,,,0,5,11
Mountain Top Roofing,Roofing & Solar,valuation_calculator,,,,,1,2000000,400000,,,true,false,true,Denver,CO,true,true,,,,0,5,11
Eljun Llc,HRIS Integration,valuation_calculator,,,,,,850000,315000,,,true,false,true,Seattle,WA,true,true,,,,0,5,11
Apex Elite,Executive Search,valuation_calculator,,,,,,3200000,2000000,,,true,false,true,Washington,DC,true,true,,,,0,5,11
Tesloid,Tesla Accessories Retailer,valuation_calculator,,,,,1,2500000,500000,,,true,false,true,Los Angeles,CA,true,true,,,,0,5,11
Blueline Glass,Glass Services,valuation_calculator,,,,,,220000,80000,,,true,false,true,Phoenix,AZ,true,true,,,,0,5,11
ORR Financial,consulting,valuation_calculator,,,,,,68000,65000,,,false,,false,Tampa,FL,true,true,,,,0,2,11
Scorpa,Corporate Finance Advisory,valuation_calculator,,,,,1,11262500,489937,,,true,false,true,Sandton,GP,true,true,,,,0,5,8
Masource,M&A Professional Association,valuation_calculator,,,,,,3000000,500000,,,true,false,false,Chicago,IL,true,true,,,,0,2,11
Bend Senior Care Management,Geriatric Care Management,valuation_calculator,,,,,1,365000,430000,,,true,false,true,Bend,OR,true,true,,,,0,5,8
Google,Internet Search Engine,valuation_calculator,,,,,,86000000,24000000,,,true,false,true,Mountain View,CA,true,true,,,,0,5,8
Custom Golfcartscolumbia,Custom Golf Carts,valuation_calculator,,,,,1,2100000,174000,,,true,false,true,Columbia,SC,true,true,,,,0,5,8
Quality Auto,Pharmaceuticals,valuation_calculator,,,,,1,530000,160000,,,true,false,false,New York,NY,true,true,,,,0,2,11
The Brass Works Inc,Marine Hardware Supplier,valuation_calculator,,,,,1,659000,15000,,,true,false,true,DeLand,FL,true,true,,,,0,5,8
POLK Audio,Consumer Audio Equipment,valuation_calculator,,,,,,12000000,0,,,true,false,false,Baltimore,MD,true,true,,,,0,2,11
Rain Tree Nursery,Online Nursery,valuation_calculator,,,,,,3500000,400000,,,true,false,true,Morton,WA,true,true,,,,0,5,8
Roofing Standards,Commercial Roofing,valuation_calculator,,,,,,10000000,2000000,,,true,false,true,Placentia,CA,true,true,,,,0,5,8
Legendvoi,Environmental Risk Intelligence,valuation_calculator,,,,,,1,0,,,true,false,false,Houston,TX,true,true,,,,0,2,11
Sewp Inc,Wood Products Manufacturing,valuation_calculator,,,,,,8761400,1816324,,,true,false,true,Taylorsville,NC,true,true,,,,0,5,8
The Valens Clinic,Mental Health Clinic,valuation_calculator,,,,,2,5000000,800000,,,true,false,true,Dubai,DU,true,true,,,,0,5,8
Price Hub BLE,Real Estate Data Analytics,valuation_calculator,,,,,1,20000000,0,,,true,false,false,San Francisco,CA,true,true,,,,0,2,11
Musitechnic,Audio Production School,valuation_calculator,,,,,1,1600000,160000,,,true,false,true,Montreal,QC,true,true,,,,0,5,8
Kayes Kreative,Digital Marketing Agency,valuation_calculator,,,,,,700000,500000,,,true,false,true,Cleveland,OH,true,true,,,,0,5,8
Vermont Compost,Compost Manufacturing,valuation_calculator,,,,,1,5300000,550000,,,true,false,true,Montpelier,VT,true,true,,,,0,5,8
Ropella,Executive Search,valuation_calculator,,,,,,4000000,800000,,,true,false,false,Jacksonville,FL,true,true,,,,0,2,11
Line Agecross Fit,CrossFit Gym,valuation_calculator,,,,,1,267900,160740,,,true,false,true,Clearwater,FL,true,true,,,,0,5,8
Gkrestorations,Classic Car Restoration,valuation_calculator,,,,,1,250000,80000,,,true,false,true,Tallahassee,FL,true,true,,,,0,5,8
Mo Hr,HR Software Solutions,valuation_calculator,,,,,,120000,100000,,,true,false,true,Cairo,,true,true,,,,0,5,5
Amary,Accounting & Business Setup,valuation_calculator,,,,,,200000,100000,,,true,false,false,Dubai,DU,true,true,,,,0,2,8
Potterystudio,Pottery Studio,valuation_calculator,,,,,1,132000,74000,,,true,false,true,Tauranga,,true,true,,,,0,5,5
Ovationincentives,Business Incentives & Rewards,valuation_calculator,,,,,1,11,600000,,,true,false,true,London,,true,true,,,,0,5,5
Indiaaitrends In,AI Technology Trends,valuation_calculator,,,,,,100000,90000,,,true,false,false,Rajkot,GJ,true,true,,,,0,2,8
Rgpatrick,education,valuation_calculator,,,,,,340000,140000,,,false,,false,Pflugerville,TX,true,true,,,,0,2,8
Advian Partners,Data Analytics Consulting,valuation_calculator,,,,,,1500000,250000,,,true,false,true,Fontenay-sous-Bois,,true,true,,,,0,5,5
Training Provider Accreditation,Training Provider Accreditation,valuation_calculator,,,,,,5000000,950000,,,true,false,false,Lancaster,SC,true,true,,,,0,2,8
Hoppah,Domain Name Sales,valuation_calculator,,,,,,10000000,500000,,,true,false,false,Scottsdale,AZ,true,true,,,,0,2,8
Co Lasuonno,Domain Name Sales,valuation_calculator,,,,,1,2500000,350000,,,true,false,false,Scottsdale,AZ,true,true,,,,0,2,8
The Project Foundry,ServiceNow Consulting,valuation_calculator,,,,,,16000000,900000,,,true,false,true,Dublin,,true,true,,,,0,5,5
Ksd Custom S,Collision repair,valuation_calculator,,,,,,850000,150000,,,false,,false,Rome,GA,true,true,,,,0,2,8
Ebautomations,software-saas,valuation_calculator,,,,,,3000000,750000,,,false,,false,Pittsburgh,PA,true,true,,,,0,2,8
Abc401k,consulting,valuation_calculator,,,,,,800000,0,,,false,,false,St Louis,MO,true,true,,,,0,2,8
The RGU Group,Wholesale Distribution,valuation_calculator,,,,,,3700000,550000,,,false,,false,Sarasota,FL,true,true,,,,0,2,8
TBS,autobody collision and restoration,valuation_calculator,,,,,,120000,20000,,,false,,false,Macon,GA,true,true,,,,0,2,8
Mmgtgw,Financial Management,valuation_calculator,,,,,,3000000,1.25,,,true,false,false,Greenwich,CT,true,true,,,,0,2,8
Us Aquatics Inc,Aquatic Facility Management,valuation_calculator,,,,,,1000000,100000,,,true,true,false,,,true,true,,,,0,8,0
Philscarcaretx,auto_repair,valuation_calculator,,,,,1,1596360,434743,,,false,,false,Livingston,,true,false,,,,0,2,5
Giant Oak Automotive,,valuation_calculator,,,,,1,822000,120000,,,false,,false,Thousand Oaks,,true,false,,,,0,2,5
Coin Gecko,Cryptocurrency Data Platform,valuation_calculator,,,,,,22000000,10000000,,,true,false,false,Singapore,,true,true,,,,0,2,5
Smugglerscove,residential-services,valuation_calculator,,,,,,4000000,400000,,,false,,false,Sydney,,true,true,,,,0,2,5
Blue Global School,Bilingual Christian Education,valuation_calculator,,,,,,2000000,500000,,,true,false,true,,,true,true,,,,0,5,0
Merit Auto Service Co,Corporate Tax Planning,valuation_calculator,,,,,1,5500000,500000,,,true,false,true,,,true,true,,,,0,5,0
Julian,Retail,valuation_calculator,,,,,,4400000,710000,,,false,,false,Albuquerque,NM,false,false,,,,0,-5,8
Ekman Co,distribution-logistics,valuation_calculator,,,,,,1106000000,27000000,,,false,,false,,,true,true,,,,0,2,0
Bre auto repair,auto_repair,valuation_calculator,,,,,1,800000,150000,,,false,,false,Newtown,,false,false,,,,0,-5,5
Valley brake and wheel,auto_repair,valuation_calculator,,,,,1,1200000,200000,,,false,,false,Byron Center,,false,false,,,,0,-5,5
Piper Fire Protection,Fire Protection Services,captarget,113,201-500 employees,832,4.9,5,,,,,true,false,false,Clearwater,Florida,true,true,interest,88,v4,40,20,12
Quadrant,Staffing Agency,captarget,158,"501-1,000 employees",475,4.7,,,,,,true,true,false,Reston,Virginia,true,true,interest,16,v4,40,16,8
Fortive,Industrial & Healthcare Technology,captarget,8291,"10,001+ employees",68,4.4,,,,,,true,false,false,Everett,Washington,true,true,interest,,,45,4,8
Zylo,SaaS Management Platform,captarget,156,51-200 employees,2,5.0,,,,,,true,false,false,Indianapolis,Indiana,true,true,interest,19,v4,40,6,11
Tobi.com,Online Fashion Retailer,captarget,134,51-200 employees,16,4.6,,,,,,true,false,false,Los Angeles,CA,true,true,interest,77,v4,40,6,11
Visual Marketing,Retail Display Manufacturing,captarget,121,11-50 employees,,,,,,,,true,false,false,Chicago,IL,true,true,interest,61,v4,40,2,11
P & R Enterprises,Janitorial Services,captarget,56,"1,001-5,000 employees",8,4.0,1,,,,,true,true,false,Falls Church,Virginia,true,true,interest,16,v4,34,10,8
Texas Express Lube & Auto,Automotive Services,captarget,,,0,,600,,,,,true,true,false,Luling,Texas,true,true,interest,16,v4,22,18,12
MLOGICA,IT Modernization Services,captarget,172,201-500 employees,,,,,,,,true,false,false,Vienna,VA,true,true,interest,58,v4,40,2,8
ADCO Manufacturing,Packaging Machinery,captarget,85,51-200 employees,10,4.4,,,,,,true,false,false,Sanger,California,true,true,keep_in_mind,14,v4,34,4,8
Die Cut Technologies,Die Cutting Services,captarget,,,0,5.0,4,,,,,true,false,false,Northglenn,Colorado,true,true,interest,17,v4,22,12,12
SybridMD,Medical Billing Services,captarget,33,51-200 employees,29,4.2,,,,,,true,false,false,New York,New York,true,true,interest,67,v4,27,4,11
Rehababilities,Rehabilitation Services,captarget,28,,3,5.0,,,,,,true,false,false,Ontario,California,true,true,keep_in_mind,62,v4,27,6,8
Roof X,Roofing Contractor,captarget,,,285,4.9,1,,,,,true,true,false,Tampa,Florida,true,true,interest,37,v4,14,16,11
Gavnat and Associates,Insurance Adjusting,captarget,39,11-50 employees,0,4.9,,,,,,true,false,false,Eden Prairie,Minnesota,true,true,interest,59,v4,27,6,8
Muse Plastic Surgery,Plastic Surgery,captarget,,,416,4.9,,,,,,true,false,false,Atlanta,Georgia,true,true,interest,35,v4,14,10,11
Face Stockholm,Cosmetics Retailer,captarget,23,11-50 employees,38,4.7,1,,,,,true,false,false,Hudson,New York,true,true,interest,14,v4,21,6,8
Savor Brands,Custom Packaging Solutions,captarget,,,470,4.7,,,,,,true,false,false,Las Vegas,Nevada,true,true,interest,35,v4,14,10,11
xtDirect,Business Process Outsourcing,captarget,22,201-500 employees,0,4.4,1,,,,,true,false,false,Omaha,Nebraska,true,true,interest,53,v4,21,4,8
Arkansas River Valley Roofing,Roofing Services,captarget,,,275,4.9,,,,,,true,false,false,Little Rock,Arkansas,true,true,interest,32,v4,14,10,8
PARSEC Group,IT Services,captarget,18,11-50 employees,0,,1,,,,,true,false,false,Arvada,Colorado,true,true,interest,17,v4,21,2,8
World Tek Industries,Manufacturing,captarget,22,51-200 employees,9,3.7,,,,,,true,false,false,Romulus,Michigan,true,true,interest,52,v4,21,2,8
Bitsbox,Kids Coding Education,captarget,7,2-10 employees,0,4.5,1,,,,,true,true,false,Boulder,Colorado,true,true,interest,40,v4,9,12,8
Jifram Extrusions,Plastic Extrusions Manufacturing,captarget,13,11-50 employees,1,5.0,,,,,,true,false,false,Sheboygan Falls,Wisconsin,true,true,interest,50,v4,15,6,8
OSC Automotive,Auto Parts Manufacturing,captarget,12,51-200 employees,5,4.6,1,,,,,true,false,false,Fullerton,California,true,true,keep_in_mind,14,v4,15,6,8
Cache Creek Foods,Food Manufacturing,captarget,12,51-200 employees,0,4.3,,,,,,true,false,false,Woodland,California,true,true,interest,44,v4,15,4,8
Ridgway Face & Aesthetic Center,Plastic Surgery,captarget,,,102,4.8,1,,,,,true,false,false,Bellevue,Washington,true,true,interest,29,v4,9,10,8
Philly Music Lessons,Music Instruction,captarget,,,91,4.8,2,,,,,true,false,false,Philadelphia,Pennsylvania,true,true,keep_in_mind,29,v4,9,6,11
McKenzie Engineering Group,Engineering Services,captarget,14,11-50 employees,0,,,,,,,true,false,false,Norwell,Massachusetts,true,true,interest,32,v4,15,2,8
Grab Green,Cleaning Products,captarget,5,11-50 employees,1,5.0,,,,,,true,false,false,Camarillo,California,true,true,interest,43,v4,9,6,8
Plastic Surgery Specialists of New Jersey,Cosmetic Surgery,captarget,1,2-10 employees,359,4.9,,,,,,true,false,false,Paramus,New Jersey,true,true,interest,38,v4,5,10,8
Plastic Surgery of Michigan,Plastic Surgery,captarget,,,97,5.0,1,,,,,true,false,false,Novi,Michigan,true,true,interest,26,v4,9,6,8
LibraryWorld,Library Automation Software,captarget,,,0,4.6,,,,,,true,true,false,San Jose,California,true,true,interest,22,v4,0,12,11
Elite Merchant Solutions,Payment Processing Solutions,captarget,,,56,4.9,,,,,,true,false,false,Plano,Texas,true,true,interest,26,v4,9,6,8
Simple DCP,Post-Production Services,captarget,7,2-10 employees,0,4.8,,,,,,true,false,false,Burbank,California,true,true,interest,38,v4,9,6,8
Provenance Recruitment & Staffing,Staffing Agency,captarget,,,98,4.8,,,,,,true,false,false,Easley,South Carolina,true,true,interest,16,v4,9,6,8
Organized Haven,Senior Move Management,captarget,,,67,5.0,1,,,,,true,false,false,Lakeland,Florida,true,true,interest,26,v4,9,6,8
"Jordan, Knauff & Company",Investment Banking,captarget,6,2-10 employees,,,,,,,,true,false,false,Chicago,IL,true,true,interest,26,v4,9,2,11
Ballantyne Plastic Surgery,Plastic Surgery,captarget,7,11-50 employees,,,1,,,,,true,false,false,Charlotte,NC,true,true,interest,28,v4,9,2,11
Uplift Produce,Indoor Farming,captarget,1,11-50 employees,203,3.8,,,,,,true,false,false,Indianapolis,Indiana,true,true,interest,35,v4,5,6,11
Celebrate Vitamins,Nutritional Supplements,captarget,,,54,4.4,,,,,,true,false,false,Sarasota,Florida,true,true,interest,25,v4,9,4,8
Barracuda Swimworks,Swimming Instruction,captarget,6,2-10 employees,10,4.4,,,,,,true,false,false,Pensacola,Florida,true,true,interest,38,v4,9,4,8
Solar Gem Greenhouses,Greenhouses & Growing Supplies,captarget,6,2-10 employees,24,4.0,1,,,,,true,false,false,Tacoma,Washington,true,true,interest,41,v4,9,4,8
The Ferguson Clinic,Cosmetic Surgery,captarget,,,66,4.3,,,,,,true,false,false,Honolulu,Hawaii,true,true,interest,25,v4,9,4,8
BigWave Software,Field Service Management Software,captarget,2,2-10 employees,,,1,,,,,true,true,false,Frisco,TX,true,true,interest,10,v4,5,8,8
Diversified Roofing Systems,Commercial Roofing,captarget,,,6,4.8,,,,,,true,true,false,New Bedford,Massachusetts,true,true,interest,22,v4,0,12,8
Peel,Landscaping Services & Supply,captarget,,,0,4.9,1,,,,,true,true,false,Georgetown,Texas,true,true,interest,19,v4,0,12,8
Seaboard Welding Supply,Welding Supply,captarget,,,14,4.6,,,,,,true,true,false,Ocean Township,New Jersey,true,true,interest,22,v4,0,12,8
EZ Roofing Contractor,Construction,captarget,,,6,5.0,1,,,,,true,true,false,Fort Myers,Florida,true,true,interest,22,v4,0,12,8
Thompson Chocolate,Chocolate Manufacturer,captarget,,,0,4.6,1,,,,,true,true,false,Meriden,Connecticut,true,true,interest,19,v4,0,12,8
Cox & Son Roofing,Roofing Contractor,captarget,,,0,4.6,,,,,,true,true,false,Hayesville,North Carolina,true,true,interest,19,v4,0,12,8
Lystad Concrete Construction,Concrete Contractor,captarget,,,11,4.6,,,,,,true,true,false,Home,Washington,true,true,interest,22,v4,0,12,8
Garner Roofing,Roofing Services,captarget,,,0,4.5,,,,,,true,true,false,Rancho Cordova,California,true,true,interest,19,v4,0,12,8
Remote Estimation,Construction Estimating,captarget,,,6,5.0,,,,,,true,true,false,Jersey City,New Jersey,true,true,interest,22,v4,0,12,8
Infra-Red Building & Power Service,Electrical Testing,captarget,,,0,4.9,1,,,,,true,true,false,Braintree,Massachusetts,true,true,interest,19,v4,0,12,8
P.M. Landscaping Services,Landscaping Services,captarget,,,0,4.7,,,,,,true,true,false,Monterey,California,true,true,interest,19,v4,0,12,8
Preston Greenhouse,Landscaping,captarget,,,74,3.8,1,,,,,true,false,false,Louisville,Kentucky,true,true,interest,21,v4,9,2,8
Quality Digital Solutions,Signage & Printing Supplies,captarget,4,2-10 employees,83,4.8,,,,,,true,false,false,Calgary,Alberta,true,true,interest,38,v4,5,6,8
Nu Style Landscaping,Landscaping Services,captarget,,,0,2.6,1,,,,,true,true,false,Denver,Colorado,true,true,interest,19,v4,0,8,11
Rockland Pediatric Dental,Pediatric Dentistry,captarget,6,2-10 employees,,,,,,,,true,false,false,New City,NY,true,true,interest,23,v4,9,2,8
Hunter Trust,Investment Management,captarget,2,2-10 employees,,,1,,,,,true,false,false,Minneapolis,MN,true,true,interest,11,v4,5,2,11
We Logo Anything,Printing,captarget,4,2-10 employees,,,1,,,,,true,false,false,Austin,TX,true,true,interest,17,v4,5,2,11
Paragon Manufacturing,Contract Manufacturing,captarget,,,0,4.0,1,,,,,true,true,false,Melrose Park,Illinois,true,true,interest,16,v4,0,10,8
IR-G,Industrial Rubber Distribution,captarget,,,29,4.6,,,,,,true,false,false,Nashville,Tennessee,true,true,keep_in_mind,26,v4,0,6,11
MY Piano Study,Music Instruction,captarget,,,6,4.8,,,,,,false,,false,Las Vegas,Nevada,true,true,interest,23,v4,0,6,11
Fish Pro Fishing Gear,Fishing Gear Retailer,captarget,,,0,4.5,,,,,,false,,false,Nashville,Tennessee,true,true,interest,20,v4,0,6,11
Docufi,Document Management Software,captarget,,,0,5.0,,,,,,true,false,false,Tampa,Florida,true,true,interest,20,v4,0,6,11
EGads,Unknown,captarget,,,0,5.0,,,,,,true,false,false,San Antonio,Texas,true,true,interest,20,v4,0,6,11
Taylor & Pond Corporate Communications,Marketing,captarget,,,3,4.7,1,,,,,true,false,false,New York,New York,true,true,interest,23,v4,0,6,11
Commercial Gaskets of Minneapolis,Commercial Gasket Manufacturing,captarget,,,2,5.0,1,,,,,true,false,false,Minneapolis,Minnesota,true,true,interest,25,v4,0,6,11
Christie Physical Therapy,Physical Therapy,captarget,,,0,5.0,,,,,,true,false,false,Austin,Texas,true,true,interest,20,v4,0,6,11
GOGATHER Corporate Meetings and Events,Event Management Agency,captarget,,,0,5.0,1,,,,,true,false,false,Boston,MA,true,true,interest,22,v4,0,6,11
Spine and Sports Physical Therapy,Physical Therapy,captarget,,,40,4.8,,,,,,true,false,false,Austin,Texas,true,true,interest,26,v4,0,6,11
BEAR Cloud Technologies,IT Managed Services,captarget,,,0,5.0,,,,,,false,,false,San Francisco,California,true,true,interest,20,v4,0,6,11
Diverse Tech Services,IT Managed Services,captarget,,,0,4.9,,,,,,true,false,false,Indianapolis,Indiana,true,true,interest,22,v4,0,6,11
CloudLoop,Salesforce Consulting,captarget,,,0,,,,,,,true,true,false,Toronto,Ontario,true,true,interest,16,v4,0,8,8
IT Supervision,IT Managed Services,captarget,,,0,,1,,,,,true,true,false,Franktown,Colorado,true,true,interest,16,v4,0,8,8
Link Technologies,IT Managed Services,captarget,,,0,,,,,,,true,true,false,Germantown,Maryland,true,true,interest,16,v4,0,8,8
GeoGraphics Screenprinting,Printing,captarget,,,6,4.2,1,,,,,true,false,false,Charlotte,North Carolina,true,true,interest,17,v4,0,4,11
Resolution Systems,Debt Collection Agency,captarget,4,2-10 employees,0,,,,,,,false,,false,Oklahoma City,Oklahoma,true,true,interest,15,v4,5,2,8
Eisonesoft,Software Development,captarget,,,0,4.0,1,,,,,true,false,false,San Francisco,California,true,true,interest,19,v4,0,4,11
Action Plastic Sales,Packaging Supplies Distributor,captarget,,,0,5.0,,,,,,true,false,false,Santa Ana,California,true,true,keep_in_mind,17,v4,0,6,8
CNS Cleaning,Commercial Cleaning,captarget,,,0,4.9,1,,,,,true,false,false,Bristol,Pennsylvania,true,true,interest,19,v4,0,6,8
Fleetwood Industrial Products,Rotating Equipment Repair,captarget,,,0,4.9,,,,,,true,false,false,Addison,Illinois,true,true,interest,19,v4,0,6,8
Integrity Commercial Cleaning,Commercial Cleaning,captarget,,,0,4.8,,,,,,false,,false,Tucker,Georgia,true,true,interest,17,v4,0,6,8
Choice IOT,IoT Connectivity Solutions,captarget,,,0,5.0,,,,,,true,false,false,Syosset,New York,true,true,interest,19,v4,0,6,8
Syserco,Building Automation Systems,captarget,,,21,4.6,,,,,,true,false,false,Fremont,California,true,true,interest,25,v4,0,6,8
Flexible Packaging Specialties,Flexible Packaging Manufacturing,captarget,,,5,4.8,,,,,,true,false,false,Green Bay,Wisconsin,true,true,interest,21,v4,0,6,8
Erie Weld Products,Metal Fabrication,captarget,,,0,5.0,1,,,,,true,false,false,Erie,Pennsylvania,true,true,interest,19,v4,0,6,8
Chicago Industrial Fasteners,Industrial Distribution,captarget,,,0,5.0,,,,,,true,false,false,West Chicago,Illinois,true,true,interest,22,v4,0,6,8
S&P Alliance,Commercial Food Equipment,captarget,,,11,4.9,1,,,,,true,false,false,Mansfield,Ohio,true,true,interest,20,v4,0,6,8
Sage Music,Music Education,captarget,,,7,4.9,2,,,,,true,false,false,Red Bluff,California,true,true,keep_in_mind,20,v4,0,6,8
Electrolab,Industrial Sensors Manufacturing,captarget,,,0,5.0,,,,,,true,false,false,Boerne,Texas,true,true,interest,17,v4,0,6,8
Sunburst School of Music,Music Education,captarget,,,0,4.7,1,,,,,true,false,false,Pittsburgh,Pennsylvania,true,true,interest,18,v4,0,6,8
Cumulus Global,Managed Cloud Services,captarget,,,0,5.0,,,,,,true,false,false,Westborough,Massachusetts,true,true,interest,19,v4,0,6,8
